¦¤mBi,¦¤mW,¦¤mO
-3.063718526,-8.249112289,-0.242241777
-3.053916343,-8.273366747,-0.241466761
-3.04411416,-8.297621205,-0.240691746
-3.034311977,-8.321875663,-0.23991673
-3.024509794,-8.34613012,-0.239141715
-3.014707612,-8.370384578,-0.2383667
-3.004905429,-8.394639036,-0.237591684
-2.995103246,-8.418893494,-0.236816669
-2.985301063,-8.443147952,-0.236041654
-2.97549888,-8.46740241,-0.235266638
-2.965696697,-8.491656867,-0.234491623
-2.955894515,-8.515911325,-0.233716608
-2.946092332,-8.540165783,-0.232941592
-2.936290149,-8.564420241,-0.232166577
-2.926487966,-8.588674699,-0.231391562
-2.916685783,-8.612929157,-0.230616546
-2.9068836,-8.637183614,-0.229841531
-2.897081417,-8.661438072,-0.229066515
-2.887279235,-8.68569253,-0.2282915
-2.877477052,-8.709946988,-0.227516485
-2.867674869,-8.734201446,-0.226741469
-2.857872686,-8.758455904,-0.225966454
-2.848070503,-8.782710361,-0.225191439
-2.83826832,-8.806964819,-0.224416423
-2.828466137,-8.831219277,-0.223641408
-2.818663955,-8.855473735,-0.222866393
-2.808861772,-8.879728193,-0.222091377
-2.799059589,-8.903982651,-0.221316362
-2.789257406,-8.928237108,-0.220541347
-2.779455223,-8.952491566,-0.219766331
-2.76965304,-8.976746024,-0.218991316
-2.759850858,-9.001000482,-0.2182163
-2.750048675,-9.02525494,-0.217441285
-2.740246492,-9.049509398,-0.21666627
-2.730444309,-9.073763855,-0.215891254
-2.720642126,-9.098018313,-0.215116239
-2.710839943,-9.122272771,-0.214341224
-2.70103776,-9.146527229,-0.213566208
-2.691235578,-9.170781687,-0.212791193
-2.681433395,-9.195036145,-0.212016178
-2.671631212,-9.219290602,-0.211241162
-2.661829029,-9.24354506,-0.210466147
-2.652026846,-9.267799518,-0.209691132
-2.642224663,-9.292053976,-0.208916116
-2.632422481,-9.316308434,-0.208141101
-2.622620298,-9.340562892,-0.207366086
-2.612818115,-9.364817349,-0.20659107
-2.603015932,-9.389071807,-0.205816055
-2.593213749,-9.413326265,-0.205041039
-2.583411566,-9.437580723,-0.204266024
-3.075012048,-8.183980723,-0.24933253
-3.065236286,-8.208288023,-0.248539901
-3.055460524,-8.232595322,-0.247747271
-3.045684763,-8.256902622,-0.246954642
-3.035909001,-8.281209922,-0.246162013
-3.026133239,-8.305517222,-0.245369383
-3.016357477,-8.329824522,-0.244576754
-3.006581715,-8.354131821,-0.243784125
-2.996805953,-8.378439121,-0.242991495
-2.987030191,-8.402746421,-0.242198866
-2.977254429,-8.427053721,-0.241406237
-2.967478668,-8.451361021,-0.240613607
-2.957702906,-8.47566832,-0.239820978
-2.947927144,-8.49997562,-0.239028349
-2.938151382,-8.52428292,-0.238235719
-2.92837562,-8.54859022,-0.23744309
-2.918599858,-8.572897519,-0.236650461
-2.908824096,-8.597204819,-0.235857831
-2.899048335,-8.621512119,-0.235065202
-2.889272573,-8.645819419,-0.234272573
-2.879496811,-8.670126719,-0.233479943
-2.869721049,-8.694434018,-0.232687314
-2.859945287,-8.718741318,-0.231894685
-2.850169525,-8.743048618,-0.231102055
-2.840393763,-8.767355918,-0.230309426
-2.830618001,-8.791663218,-0.229516797
-2.82084224,-8.815970517,-0.228724167
-2.811066478,-8.840277817,-0.227931538
-2.801290716,-8.864585117,-0.227138909
-2.791514954,-8.888892417,-0.226346279
-2.781739192,-8.913199717,-0.22555365
-2.77196343,-8.937507016,-0.224761021
-2.762187668,-8.961814316,-0.223968391
-2.752411906,-8.986121616,-0.223175762
-2.742636145,-9.010428916,-0.222383133
-2.732860383,-9.034736215,-0.221590503
-2.723084621,-9.059043515,-0.220797874
-2.713308859,-9.083350815,-0.220005245
-2.703533097,-9.107658115,-0.219212615
-2.693757335,-9.131965415,-0.218419986
-2.683981573,-9.156272714,-0.217627356
-2.674205811,-9.180580014,-0.216834727
-2.66443005,-9.204887314,-0.216042098
-2.654654288,-9.229194614,-0.215249468
-2.644878526,-9.253501914,-0.214456839
-2.635102764,-9.277809213,-0.21366421
-2.625327002,-9.302116513,-0.21287158
-2.61555124,-9.326423813,-0.212078951
-2.605775478,-9.350731113,-0.211286322
-2.595999717,-9.375038412,-0.210493692
-2.586223955,-9.399345712,-0.209701063
-2.576448193,-9.423653012,-0.208908434
-3.066701205,-8.167358072,-0.254873253
-3.056756877,-8.192205417,-0.254046805
-3.046812549,-8.217052761,-0.253220357
-3.036868222,-8.241900106,-0.252393908
-3.026923894,-8.266747451,-0.25156746
-3.016979566,-8.291594795,-0.250741012
-3.007035239,-8.31644214,-0.249914564
-2.997090911,-8.341289484,-0.249088116
-2.987146583,-8.366136829,-0.248261667
-2.977202255,-8.390984173,-0.247435219
-2.967257928,-8.415831518,-0.246608771
-2.9573136,-8.440678863,-0.245782323
-2.947369272,-8.465526207,-0.244955875
-2.937424945,-8.490373552,-0.244129427
-2.927480617,-8.515220896,-0.243302978
-2.917536289,-8.540068241,-0.24247653
-2.907591961,-8.564915586,-0.241650082
-2.897647634,-8.58976293,-0.240823634
-2.887703306,-8.614610275,-0.239997186
-2.877758978,-8.639457619,-0.239170737
-2.867814651,-8.664304964,-0.238344289
-2.857870323,-8.689152308,-0.237517841
-2.847925995,-8.713999653,-0.236691393
-2.837981667,-8.738846998,-0.235864945
-2.82803734,-8.763694342,-0.235038496
-2.818093012,-8.788541687,-0.234212048
-2.808148684,-8.813389031,-0.2333856
-2.798204357,-8.838236376,-0.232559152
-2.788260029,-8.86308372,-0.231732704
-2.778315701,-8.887931065,-0.230906255
-2.768371373,-8.91277841,-0.230079807
-2.758427046,-8.937625754,-0.229253359
-2.748482718,-8.962473099,-0.228426911
-2.73853839,-8.987320443,-0.227600463
-2.728594063,-9.012167788,-0.226774014
-2.718649735,-9.037015133,-0.225947566
-2.708705407,-9.061862477,-0.225121118
-2.69876108,-9.086709822,-0.22429467
-2.688816752,-9.111557166,-0.223468222
-2.678872424,-9.136404511,-0.222641773
-2.668928096,-9.161251855,-0.221815325
-2.658983769,-9.1860992,-0.220988877
-2.649039441,-9.210946545,-0.220162429
-2.639095113,-9.235793889,-0.219335981
-2.629150786,-9.260641234,-0.218509533
-2.619206458,-9.285488578,-0.217683084
-2.60926213,-9.310335923,-0.216856636
-2.599317802,-9.335183267,-0.216030188
-2.589373475,-9.360030612,-0.21520374
-2.579429147,-9.384877957,-0.214377292
-2.569484819,-9.409725301,-0.213550843
-3.058390361,-8.150735422,-0.260413976
-3.048472983,-8.175636665,-0.259569561
-3.038555605,-8.200537908,-0.258725147
-3.028638227,-8.225439152,-0.257880733
-3.018720848,-8.250340395,-0.257036318
-3.00880347,-8.275241639,-0.256191904
-2.998886092,-8.300142882,-0.255347489
-2.988968713,-8.325044125,-0.254503075
-2.979051335,-8.349945369,-0.25365866
-2.969133957,-8.374846612,-0.252814246
-2.959216578,-8.399747855,-0.251969831
-2.9492992,-8.424649099,-0.251125417
-2.939381822,-8.449550342,-0.250281002
-2.929464443,-8.474451586,-0.249436588
-2.919547065,-8.499352829,-0.248592173
-2.909629687,-8.524254072,-0.247747759
-2.899712308,-8.549155316,-0.246903345
-2.88979493,-8.574056559,-0.24605893
-2.879877552,-8.598957802,-0.245214516
-2.869960173,-8.623859046,-0.244370101
-2.860042795,-8.648760289,-0.243525687
-2.850125417,-8.673661533,-0.242681272
-2.840208039,-8.698562776,-0.241836858
-2.83029066,-8.723464019,-0.240992443
-2.820373282,-8.748365263,-0.240148029
-2.810455904,-8.773266506,-0.239303614
-2.800538525,-8.798167749,-0.2384592
-2.790621147,-8.823068993,-0.237614786
-2.780703769,-8.847970236,-0.236770371
-2.77078639,-8.87287148,-0.235925957
-2.760869012,-8.897772723,-0.235081542
-2.750951634,-8.922673966,-0.234237128
-2.741034255,-8.94757521,-0.233392713
-2.731116877,-8.972476453,-0.232548299
-2.721199499,-8.997377696,-0.231703884
-2.71128212,-9.02227894,-0.23085947
-2.701364742,-9.047180183,-0.230015055
-2.691447364,-9.072081427,-0.229170641
-2.681529986,-9.09698267,-0.228326227
-2.671612607,-9.121883913,-0.227481812
-2.661695229,-9.146785157,-0.226637398
-2.651777851,-9.1716864,-0.225792983
-2.641860472,-9.196587643,-0.224948569
-2.631943094,-9.221488887,-0.224104154
-2.622025716,-9.24639013,-0.22325974
-2.612108337,-9.271291373,-0.222415325
-2.602190959,-9.296192617,-0.221570911
-2.592273581,-9.32109386,-0.220726496
-2.582356202,-9.345995104,-0.219882082
-2.572438824,-9.370896347,-0.219037667
-2.562521446,-9.39579759,-0.218193253
-3.050079518,-8.134112771,-0.265954699
-3.040189089,-8.159067913,-0.265092318
-3.03029866,-8.184023055,-0.264229937
-3.020408231,-8.208978198,-0.263367557
-3.010517802,-8.23393334,-0.262505176
-3.000627373,-8.258888482,-0.261642795
-2.990736945,-8.283843624,-0.260780414
-2.980846516,-8.308798766,-0.259918034
-2.970956087,-8.333753908,-0.259055653
-2.961065658,-8.358709051,-0.258193272
-2.951175229,-8.383664193,-0.257330892
-2.9412848,-8.408619335,-0.256468511
-2.931394371,-8.433574477,-0.25560613
-2.921503942,-8.458529619,-0.254743749
-2.911613513,-8.483484761,-0.253881369
-2.901723084,-8.508439904,-0.253018988
-2.891832655,-8.533395046,-0.252156607
-2.881942227,-8.558350188,-0.251294227
-2.872051798,-8.58330533,-0.250431846
-2.862161369,-8.608260472,-0.249569465
-2.85227094,-8.633215614,-0.248707084
-2.842380511,-8.658170757,-0.247844704
-2.832490082,-8.683125899,-0.246982323
-2.822599653,-8.708081041,-0.246119942
-2.812709224,-8.733036183,-0.245257561
-2.802818795,-8.757991325,-0.244395181
-2.792928366,-8.782946467,-0.2435328
-2.783037937,-8.80790161,-0.242670419
-2.773147508,-8.832856752,-0.241808039
-2.76325708,-8.857811894,-0.240945658
-2.753366651,-8.882767036,-0.240083277
-2.743476222,-8.907722178,-0.239220896
-2.733585793,-8.93267732,-0.238358516
-2.723695364,-8.957632463,-0.237496135
-2.713804935,-8.982587605,-0.236633754
-2.703914506,-9.007542747,-0.235771373
-2.694024077,-9.032497889,-0.234908993
-2.684133648,-9.057453031,-0.234046612
-2.674243219,-9.082408173,-0.233184231
-2.66435279,-9.107363316,-0.232321851
-2.654462361,-9.132318458,-0.23145947
-2.644571933,-9.1572736,-0.230597089
-2.634681504,-9.182228742,-0.229734708
-2.624791075,-9.207183884,-0.228872328
-2.614900646,-9.232139027,-0.228009947
-2.605010217,-9.257094169,-0.227147566
-2.595119788,-9.282049311,-0.226285186
-2.585229359,-9.307004453,-0.225422805
-2.57533893,-9.331959595,-0.224560424
-2.565448501,-9.356914737,-0.223698043
-2.555558072,-9.38186988,-0.222835663
-3.041768675,-8.11749012,-0.271495422
-3.031905195,-8.142499161,-0.270615075
-3.022041716,-8.167508202,-0.269734728
-3.012178236,-8.192517243,-0.268854381
-3.002314757,-8.217526284,-0.267974034
-2.992451277,-8.242535325,-0.267093687
-2.982587798,-8.267544366,-0.26621334
-2.972724318,-8.292553407,-0.265332993
-2.962860839,-8.317562448,-0.264452646
-2.952997359,-8.342571489,-0.263572299
-2.94313388,-8.36758053,-0.262691952
-2.9332704,-8.392589571,-0.261811605
-2.92340692,-8.417598612,-0.260931258
-2.913543441,-8.442607653,-0.260050911
-2.903679961,-8.467616694,-0.259170564
-2.893816482,-8.492625735,-0.258290217
-2.883953002,-8.517634776,-0.25740987
-2.874089523,-8.542643817,-0.256529523
-2.864226043,-8.567652858,-0.255649176
-2.854362564,-8.592661899,-0.254768829
-2.844499084,-8.61767094,-0.253888482
-2.834635605,-8.642679981,-0.253008135
-2.824772125,-8.667689022,-0.252127788
-2.814908646,-8.692698063,-0.251247441
-2.805045166,-8.717707104,-0.250367094
-2.795181687,-8.742716145,-0.249486747
-2.785318207,-8.767725186,-0.2486064
-2.775454728,-8.792734227,-0.247726053
-2.765591248,-8.817743267,-0.246845706
-2.755727769,-8.842752308,-0.245965359
-2.745864289,-8.867761349,-0.245085012
-2.73600081,-8.89277039,-0.244204665
-2.72613733,-8.917779431,-0.243324318
-2.716273851,-8.942788472,-0.242443971
-2.706410371,-8.967797513,-0.241563624
-2.696546892,-8.992806554,-0.240683277
-2.686683412,-9.017815595,-0.23980293
-2.676819933,-9.042824636,-0.238922583
-2.666956453,-9.067833677,-0.238042236
-2.657092973,-9.092842718,-0.237161889
-2.647229494,-9.117851759,-0.236281542
-2.637366014,-9.1428608,-0.235401195
-2.627502535,-9.167869841,-0.234520848
-2.617639055,-9.192878882,-0.233640501
-2.607775576,-9.217887923,-0.232760154
-2.597912096,-9.242896964,-0.231879807
-2.588048617,-9.267906005,-0.23099946
-2.578185137,-9.292915046,-0.230119113
-2.568321658,-9.317924087,-0.229238766
-2.558458178,-9.342933128,-0.228358419
-2.548594699,-9.367942169,-0.227478072
-3.033457831,-8.10086747,-0.277036145
-3.023621301,-8.12593041,-0.276137831
-3.013784771,-8.150993349,-0.275239518
-3.003948241,-8.176056289,-0.274341205
-2.994111711,-8.201119229,-0.273442892
-2.984275181,-8.226182169,-0.272544578
-2.974438651,-8.251245108,-0.271646265
-2.96460212,-8.276308048,-0.270747952
-2.95476559,-8.301370988,-0.269849639
-2.94492906,-8.326433928,-0.268951325
-2.93509253,-8.351496867,-0.268053012
-2.925256,-8.376559807,-0.267154699
-2.91541947,-8.401622747,-0.266256386
-2.90558294,-8.426685687,-0.265358072
-2.89574641,-8.451748627,-0.264459759
-2.88590988,-8.476811566,-0.263561446
-2.876073349,-8.501874506,-0.262663133
-2.866236819,-8.526937446,-0.261764819
-2.856400289,-8.552000386,-0.260866506
-2.846563759,-8.577063325,-0.259968193
-2.836727229,-8.602126265,-0.25906988
-2.826890699,-8.627189205,-0.258171566
-2.817054169,-8.652252145,-0.257273253
-2.807217639,-8.677315084,-0.25637494
-2.797381108,-8.702378024,-0.255476627
-2.787544578,-8.727440964,-0.254578313
-2.777708048,-8.752503904,-0.25368
-2.767871518,-8.777566843,-0.252781687
-2.758034988,-8.802629783,-0.251883373
-2.748198458,-8.827692723,-0.25098506
-2.738361928,-8.852755663,-0.250086747
-2.728525398,-8.877818602,-0.249188434
-2.718688867,-8.902881542,-0.24829012
-2.708852337,-8.927944482,-0.247391807
-2.699015807,-8.953007422,-0.246493494
-2.689179277,-8.978070361,-0.245595181
-2.679342747,-9.003133301,-0.244696867
-2.669506217,-9.028196241,-0.243798554
-2.659669687,-9.053259181,-0.242900241
-2.649833157,-9.07832212,-0.242001928
-2.639996627,-9.10338506,-0.241103614
-2.630160096,-9.128448,-0.240205301
-2.620323566,-9.15351094,-0.239306988
-2.610487036,-9.17857388,-0.238408675
-2.600650506,-9.203636819,-0.237510361
-2.590813976,-9.228699759,-0.236612048
-2.580977446,-9.253762699,-0.235713735
-2.571140916,-9.278825639,-0.234815422
-2.561304386,-9.303888578,-0.233917108
-2.551467855,-9.328951518,-0.233018795
-2.541631325,-9.354014458,-0.232120482
-3.025146988,-8.084244819,-0.282576867
-3.015337407,-8.109361658,-0.281660588
-3.005527827,-8.134478496,-0.280744308
-2.995718246,-8.159595335,-0.279828029
-2.985908665,-8.184712173,-0.278911749
-2.976099084,-8.209829012,-0.27799547
-2.966289504,-8.234945851,-0.27707919
-2.956479923,-8.260062689,-0.276162911
-2.946670342,-8.285179528,-0.275246631
-2.936860761,-8.310296366,-0.274330352
-2.927051181,-8.335413205,-0.273414072
-2.9172416,-8.360530043,-0.272497793
-2.907432019,-8.385646882,-0.271581513
-2.897622439,-8.41076372,-0.270665234
-2.887812858,-8.435880559,-0.269748954
-2.878003277,-8.460997398,-0.268832675
-2.868193696,-8.486114236,-0.267916395
-2.858384116,-8.511231075,-0.267000116
-2.848574535,-8.536347913,-0.266083836
-2.838764954,-8.561464752,-0.265167557
-2.828955373,-8.58658159,-0.264251277
-2.819145793,-8.611698429,-0.263334998
-2.809336212,-8.636815267,-0.262418718
-2.799526631,-8.661932106,-0.261502439
-2.789717051,-8.687048945,-0.260586159
-2.77990747,-8.712165783,-0.25966988
-2.770097889,-8.737282622,-0.2587536
-2.760288308,-8.76239946,-0.25783732
-2.750478728,-8.787516299,-0.256921041
-2.740669147,-8.812633137,-0.256004761
-2.730859566,-8.837749976,-0.255088482
-2.721049986,-8.862866814,-0.254172202
-2.711240405,-8.887983653,-0.253255923
-2.701430824,-8.913100492,-0.252339643
-2.691621243,-8.93821733,-0.251423364
-2.681811663,-8.963334169,-0.250507084
-2.672002082,-8.988451007,-0.249590805
-2.662192501,-9.013567846,-0.248674525
-2.65238292,-9.038684684,-0.247758246
-2.64257334,-9.063801523,-0.246841966
-2.632763759,-9.088918361,-0.245925687
-2.622954178,-9.1140352,-0.245009407
-2.613144598,-9.139152039,-0.244093128
-2.603335017,-9.164268877,-0.243176848
-2.593525436,-9.189385716,-0.242260569
-2.583715855,-9.214502554,-0.241344289
-2.573906275,-9.239619393,-0.24042801
-2.564096694,-9.264736231,-0.23951173
-2.554287113,-9.28985307,-0.238595451
-2.544477533,-9.314969908,-0.237679171
-2.534667952,-9.340086747,-0.236762892
-3.016836145,-8.067622169,-0.28811759
-3.007053513,-8.092792906,-0.287183345
-2.997270882,-8.117963643,-0.286249099
-2.987488251,-8.143134381,-0.285314853
-2.977705619,-8.168305118,-0.284380607
-2.967922988,-8.193475855,-0.283446361
-2.958140357,-8.218646593,-0.282512116
-2.948357725,-8.24381733,-0.28157787
-2.938575094,-8.268988067,-0.280643624
-2.928792463,-8.294158805,-0.279709378
-2.919009831,-8.319329542,-0.278775133
-2.9092272,-8.34450028,-0.277840887
-2.899444569,-8.369671017,-0.276906641
-2.889661937,-8.394841754,-0.275972395
-2.879879306,-8.420012492,-0.275038149
-2.870096675,-8.445183229,-0.274103904
-2.860314043,-8.470353966,-0.273169658
-2.850531412,-8.495524704,-0.272235412
-2.840748781,-8.520695441,-0.271301166
-2.830966149,-8.545866178,-0.27036692
-2.821183518,-8.571036916,-0.269432675
-2.811400887,-8.596207653,-0.268498429
-2.801618255,-8.62137839,-0.267564183
-2.791835624,-8.646549128,-0.266629937
-2.782052993,-8.671719865,-0.265695692
-2.772270361,-8.696890602,-0.264761446
-2.76248773,-8.72206134,-0.2638272
-2.752705099,-8.747232077,-0.262892954
-2.742922467,-8.772402814,-0.261958708
-2.733139836,-8.797573552,-0.261024463
-2.723357205,-8.822744289,-0.260090217
-2.713574573,-8.847915027,-0.259155971
-2.703791942,-8.873085764,-0.258221725
-2.694009311,-8.898256501,-0.25728748
-2.68422668,-8.923427239,-0.256353234
-2.674444048,-8.948597976,-0.255418988
-2.664661417,-8.973768713,-0.254484742
-2.654878786,-8.998939451,-0.253550496
-2.645096154,-9.024110188,-0.252616251
-2.635313523,-9.049280925,-0.251682005
-2.625530892,-9.074451663,-0.250747759
-2.61574826,-9.0996224,-0.249813513
-2.605965629,-9.124793137,-0.248879267
-2.596182998,-9.149963875,-0.247945022
-2.586400366,-9.175134612,-0.247010776
-2.576617735,-9.200305349,-0.24607653
-2.566835104,-9.225476087,-0.245142284
-2.557052472,-9.250646824,-0.244208039
-2.547269841,-9.275817561,-0.243273793
-2.53748721,-9.300988299,-0.242339547
-2.527704578,-9.326159036,-0.241405301
-3.008525301,-8.050999518,-0.293658313
-2.998769619,-8.076224154,-0.292706101
-2.989013937,-8.10144879,-0.291753889
-2.979258255,-8.126673427,-0.290801677
-2.969502573,-8.151898063,-0.289849465
-2.959746892,-8.177122699,-0.288897253
-2.94999121,-8.202347335,-0.287945041
-2.940235528,-8.227571971,-0.286992829
-2.930479846,-8.252796607,-0.286040617
-2.920724164,-8.278021243,-0.285088405
-2.910968482,-8.30324588,-0.284136193
-2.9012128,-8.328470516,-0.283183981
-2.891457118,-8.353695152,-0.282231769
-2.881701436,-8.378919788,-0.281279557
-2.871945754,-8.404144424,-0.280327345
-2.862190072,-8.42936906,-0.279375133
-2.85243439,-8.454593696,-0.27842292
-2.842678708,-8.479818333,-0.277470708
-2.832923027,-8.505042969,-0.276518496
-2.823167345,-8.530267605,-0.275566284
-2.813411663,-8.555492241,-0.274614072
-2.803655981,-8.580716877,-0.27366186
-2.793900299,-8.605941513,-0.272709648
-2.784144617,-8.631166149,-0.271757436
-2.774388935,-8.656390786,-0.270805224
-2.764633253,-8.681615422,-0.269853012
-2.754877571,-8.706840058,-0.2689008
-2.745121889,-8.732064694,-0.267948588
-2.735366207,-8.75728933,-0.266996376
-2.725610525,-8.782513966,-0.266044164
-2.715854843,-8.807738602,-0.265091952
-2.706099161,-8.832963239,-0.26413974
-2.69634348,-8.858187875,-0.263187528
-2.686587798,-8.883412511,-0.262235316
-2.676832116,-8.908637147,-0.261283104
-2.667076434,-8.933861783,-0.260330892
-2.657320752,-8.959086419,-0.25937868
-2.64756507,-8.984311055,-0.258426467
-2.637809388,-9.009535692,-0.257474255
-2.628053706,-9.034760328,-0.256522043
-2.618298024,-9.059984964,-0.255569831
-2.608542342,-9.0852096,-0.254617619
-2.59878666,-9.110434236,-0.253665407
-2.589030978,-9.135658872,-0.252713195
-2.579275296,-9.160883508,-0.251760983
-2.569519614,-9.186108145,-0.250808771
-2.559763933,-9.211332781,-0.249856559
-2.550008251,-9.236557417,-0.248904347
-2.540252569,-9.261782053,-0.247952135
-2.530496887,-9.287006689,-0.246999923
-2.520741205,-9.312231325,-0.246047711
-3.000214458,-8.034376867,-0.299199036
-2.99028718,-8.060171291,-0.298209058
-2.980359902,-8.085965714,-0.29721908
-2.970432624,-8.111760138,-0.296229103
-2.960505345,-8.137554561,-0.295239125
-2.950578067,-8.163348985,-0.294249147
-2.940650789,-8.189143408,-0.293259169
-2.930723511,-8.214937831,-0.292269191
-2.920796233,-8.240732255,-0.291279213
-2.910868955,-8.266526678,-0.290289235
-2.900941677,-8.292321102,-0.289299257
-2.891014399,-8.318115525,-0.28830928
-2.881087121,-8.343909948,-0.287319302
-2.871159843,-8.369704372,-0.286329324
-2.861232565,-8.395498795,-0.285339346
-2.851305286,-8.421293219,-0.284349368
-2.841378008,-8.447087642,-0.28335939
-2.83145073,-8.472882065,-0.282369412
-2.821523452,-8.498676489,-0.281379434
-2.811596174,-8.524470912,-0.280389457
-2.801668896,-8.550265336,-0.279399479
-2.791741618,-8.576059759,-0.278409501
-2.78181434,-8.601854182,-0.277419523
-2.771887062,-8.627648606,-0.276429545
-2.761959784,-8.653443029,-0.275439567
-2.752032506,-8.679237453,-0.274449589
-2.742105227,-8.705031876,-0.273459612
-2.732177949,-8.730826299,-0.272469634
-2.722250671,-8.756620723,-0.271479656
-2.712323393,-8.782415146,-0.270489678
-2.702396115,-8.80820957,-0.2694997
-2.692468837,-8.834003993,-0.268509722
-2.682541559,-8.859798417,-0.267519744
-2.672614281,-8.88559284,-0.266529766
-2.662687003,-8.911387263,-0.265539789
-2.652759725,-8.937181687,-0.264549811
-2.642832447,-8.96297611,-0.263559833
-2.632905168,-8.988770534,-0.262569855
-2.62297789,-9.014564957,-0.261579877
-2.613050612,-9.04035938,-0.260589899
-2.603123334,-9.066153804,-0.259599921
-2.593196056,-9.091948227,-0.258609943
-2.583268778,-9.117742651,-0.257619966
-2.5733415,-9.143537074,-0.256629988
-2.563414222,-9.169331497,-0.25564001
-2.553486944,-9.195125921,-0.254650032
-2.543559666,-9.220920344,-0.253660054
-2.533632388,-9.246714768,-0.252670076
-2.523705109,-9.272509191,-0.251680098
-2.513777831,-9.298303614,-0.25069012
-2.991903614,-8.017754217,-0.304739759
-2.982003836,-8.043603639,-0.303731448
-2.972104057,-8.069453061,-0.302723137
-2.962204278,-8.095302483,-0.301714827
-2.9523045,-8.121151906,-0.300706516
-2.942404721,-8.147001328,-0.299698205
-2.932504942,-8.17285075,-0.298689894
-2.922605164,-8.198700172,-0.297681583
-2.912705385,-8.224549594,-0.296673273
-2.902805606,-8.250399016,-0.295664962
-2.892905827,-8.276248439,-0.294656651
-2.883006049,-8.302097861,-0.29364834
-2.87310627,-8.327947283,-0.29264003
-2.863206491,-8.353796705,-0.291631719
-2.853306713,-8.379646127,-0.290623408
-2.843406934,-8.40549555,-0.289615097
-2.833507155,-8.431344972,-0.288606786
-2.823607376,-8.457194394,-0.287598476
-2.813707598,-8.483043816,-0.286590165
-2.803807819,-8.508893238,-0.285581854
-2.79390804,-8.53474266,-0.284573543
-2.784008262,-8.560592083,-0.283565232
-2.774108483,-8.586441505,-0.282556922
-2.764208704,-8.612290927,-0.281548611
-2.754308925,-8.638140349,-0.2805403
-2.744409147,-8.663989771,-0.279531989
-2.734509368,-8.689839194,-0.278523678
-2.724609589,-8.715688616,-0.277515368
-2.714709811,-8.741538038,-0.276507057
-2.704810032,-8.76738746,-0.275498746
-2.694910253,-8.793236882,-0.274490435
-2.685010475,-8.819086304,-0.273482124
-2.675110696,-8.844935727,-0.272473814
-2.665210917,-8.870785149,-0.271465503
-2.655311138,-8.896634571,-0.270457192
-2.64541136,-8.922483993,-0.269448881
-2.635511581,-8.948333415,-0.26844057
-2.625611802,-8.974182837,-0.26743226
-2.615712024,-9.00003226,-0.266423949
-2.605812245,-9.025881682,-0.265415638
-2.595912466,-9.051731104,-0.264407327
-2.586012687,-9.077580526,-0.263399016
-2.576112909,-9.103429948,-0.262390706
-2.56621313,-9.129279371,-0.261382395
-2.556313351,-9.155128793,-0.260374084
-2.546413573,-9.180978215,-0.259365773
-2.536513794,-9.206827637,-0.258357463
-2.526614015,-9.232677059,-0.257349152
-2.516714237,-9.258526481,-0.256340841
-2.506814458,-9.284375904,-0.25533253
-2.983592771,-8.001131566,-0.310280482
-2.973720492,-8.027035987,-0.309253838
-2.963848212,-8.052940408,-0.308227194
-2.953975933,-8.078844829,-0.307200551
-2.944103654,-8.10474925,-0.306173907
-2.934231374,-8.130653671,-0.305147263
-2.924359095,-8.156558092,-0.30412062
-2.914486816,-8.182462513,-0.303093976
-2.904614537,-8.208366934,-0.302067332
-2.894742257,-8.234271355,-0.301040688
-2.884869978,-8.260175776,-0.300014045
-2.874997699,-8.286080197,-0.298987401
-2.865125419,-8.311984618,-0.297960757
-2.85525314,-8.337889039,-0.296934114
-2.845380861,-8.36379346,-0.29590747
-2.835508581,-8.389697881,-0.294880826
-2.825636302,-8.415602301,-0.293854182
-2.815764023,-8.441506722,-0.292827539
-2.805891743,-8.467411143,-0.291800895
-2.796019464,-8.493315564,-0.290774251
-2.786147185,-8.519219985,-0.289747608
-2.776274905,-8.545124406,-0.288720964
-2.766402626,-8.571028827,-0.28769432
-2.756530347,-8.596933248,-0.286667676
-2.746658067,-8.622837669,-0.285641033
-2.736785788,-8.64874209,-0.284614389
-2.726913509,-8.674646511,-0.283587745
-2.717041229,-8.700550932,-0.282561102
-2.70716895,-8.726455353,-0.281534458
-2.697296671,-8.752359774,-0.280507814
-2.687424391,-8.778264195,-0.27948117
-2.677552112,-8.804168616,-0.278454527
-2.667679833,-8.830073037,-0.277427883
-2.657807553,-8.855977458,-0.276401239
-2.647935274,-8.881881879,-0.275374596
-2.638062995,-8.907786299,-0.274347952
-2.628190716,-8.93369072,-0.273321308
-2.618318436,-8.959595141,-0.272294664
-2.608446157,-8.985499562,-0.271268021
-2.598573878,-9.011403983,-0.270241377
-2.588701598,-9.037308404,-0.269214733
-2.578829319,-9.063212825,-0.26818809
-2.56895704,-9.089117246,-0.267161446
-2.55908476,-9.115021667,-0.266134802
-2.549212481,-9.140926088,-0.265108158
-2.539340202,-9.166830509,-0.264081515
-2.529467922,-9.19273493,-0.263054871
-2.519595643,-9.218639351,-0.262028227
-2.509723364,-9.244543772,-0.261001583
-2.499851084,-9.270448193,-0.25997494
-2.975281928,-7.984508916,-0.315821205
-2.965437148,-8.010468335,-0.314776228
-2.955592368,-8.036427755,-0.313731252
-2.945747588,-8.062387175,-0.312686275
-2.935902808,-8.088346595,-0.311641298
